Nested Section Name,Link
1211.01(b)(vii) - Surname Combined with Domain Name,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10103.html
1211.01(b)(viii) - Surname Combined with Legal or Familial Entity Designation,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10112.html
1211.02 - Evidence Relating to Surname Refusal,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10129.html
1211.02(a) - Evidentiary Burden – Generally,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10133.html
1211.02(b) - Evidentiary Considerations,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10175.html
1211.02(b)(i) - Telephone Directory Listings,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10185.html
1211.02(b)(ii) - LexisNexis® Research Database Evidence,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10213.html
1211.02(b)(iii) - U.S. Census Database Evidence,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10232.html
1211.02(b)(iv) - Surname of Person Associated with Applicant,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10238.html
1211.02(b)(v) - Specimens Confirming Surname Significance of Term,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10263.html
1211.02(b)(vi) - Negative Dictionary Evidence,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10284.html
1211.02(b)(vii) - Evidence of Fame of a Mark,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10298.html
1212 - Acquired Distinctiveness or Secondary Meaning,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10316.html
1212.01 - General Evidentiary Matters,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10380.html
1212.02 - General Procedural Matters,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10438.html
1212.02(a) - Situations in Which a Claim of Distinctiveness Under §2(f) Is Appropriate,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10442.html
"1212.02(b) - Section 2(f) Claim Is, for Procedural Purposes, a Concession that Matter Is Not Inherently Distinctive",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10461.html
1212.02(c) - Claiming §2(f) Distinctiveness in the Alternative,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10488.html
1212.02(d) - Unnecessary §2(f) Claims,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10537.html
1212.02(e) - Disclaimers in Applications Claiming Distinctiveness under §2(f),https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10561.html
1212.02(f) - Section 2(f) Claim in Part,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10570.html
1212.02(f)(i) - Standards for Establishing Acquired Distinctiveness for Claims of §2(f) in Part,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10574.html
1212.02(f)(ii) - Appropriate/Inappropriate Situations for Claiming §2(f) in Part,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10629.html
1212.02(f)(ii)(A) - Appropriate Situations for Claiming §2(f) in Part,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10645.html
1212.02(f)(ii)(B) - Inappropriate Situations for Claiming §2(f) in Part,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10688.html
1212.02(g) - Examining Attorney’s Role in Suggesting §2(f) or Appropriate Kind/Amount of Evidence,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10742.html
1212.02(h) - Nonfinal and Final Refusals,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10763.html
1212.02(i) - Section 2(f) Claim with Respect to Incapable Matter,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10807.html
1212.02(j) - Section 2(f) Claim Restricted to Particular Goods/Services/Classes,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10882.html
1212.03 - Three Types of Evidence of Distinctiveness under §2(f),https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10936.html
1212.04 - Prior Registrations as Proof of Distinctiveness,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10951.html
1212.04(a) - Sufficiency of Claim Vis-à-Vis Nature of the Mark,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10970.html
1212.04(b) - “Same Mark”,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e10990.html
1212.04(c) - Goods or Services Must be,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11034.html
1212.04(d) - Registration Must Be in Full Force and Effect and on Principal Register or under Act of 1905,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11052.html
1212.04(e) - Form of §2(f) Claim Based on Ownership of Prior Registrations,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11066.html
1212.05 - Five Years of Use as Proof of Distinctiveness,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11078.html
1212.05(a) - Sufficiency of Claim Vis-à-Vis Nature of the Mark,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11095.html
1212.05(b) - “Substantially Exclusive and Continuous”,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11156.html
1212.05(c) - Use “as a Mark”,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11184.html
1212.05(d) - Form of the Proof of Five Years’ Use,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11196.html
1212.06 - Establishing Distinctiveness by Actual Evidence,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11238.html
1212.06(a) - Long Use of the Mark in Commerce,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11280.html
1212.06(b) - Advertising Expenditures,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11303.html
1212.06(c) - Affidavits or Declarations Asserting Recognition of Mark as Source Indicator,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11344.html
"1212.06(d) - Survey Evidence, Market Research and Consumer Reaction Studies",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11372.html
1212.06(e) - Miscellaneous Considerations Regarding Evidence Submitted to Establish Distinctiveness,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11411.html
1212.06(e)(i) - First or Only User,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11415.html
1212.06(e)(ii) - State Trademark Registrations,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11445.html
1212.06(e)(iii) - Design Patent,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11466.html
1212.06(e)(iv) - Acquiescence to Demands of Competitors,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11484.html
1212.06(e)(v) - Family of Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d29949_29ce1_1e1.html
1212.06(e)(vi) - Parodies and Copies,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/y4z_kyg_lfb.html
1212.07 - Form of Application Asserting Distinctiveness,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11502.html
1212.08 - Section 44 and §66(a) Applications and Distinctiveness,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11532.html
1212.09 - Section 1(b) Applications and Distinctiveness,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11552.html
1212.09(a) - Section 2(f) Claim Requires Prior Use,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11556.html
1212.09(b) - Claim of §2(f) “in Part” in §1(b) Applications,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11620.html
"1212.10 - Printing §2(f) Notations, §2(f)-in-Part Notations, and Limitation Statements",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11663.html
1213 - Disclaimer of Elements in Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11717.html
1213.01 - History of Disclaimer Practice,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11747.html
1213.01(a) - Discretion in Requiring Disclaimer,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11758.html
1213.01(b) - Refusal to Register Because of Failure to Disclaim,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11774.html
1213.01(c) - Voluntary Disclaimer of Registrable or Unregistrable Matter,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11807.html
1213.01(d) - Disclaimer Offered in the Alternative,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1fd11_1befa_1c5.html
1213.02 - “Composite” Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11841.html
1213.03 - Disclaimer of Unregistrable Components of Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11855.html
1213.03(a) - “Unregistrable Components” in General,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11859.html
1213.03(b) - Generic Matter and Matter That Does Not Function as a Mark,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11900.html
1213.03(c) - Pictorial Representations of Descriptive Matter,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11927.html
1213.03(d) - Entity Designations,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11945.html
1213.04 - Trade Names,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11965.html
1213.05 - Unitary Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e11977.html
1213.05(a) - Compound Word Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12040.html
1213.05(a)(i) - Telescoped Words,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12055.html
1213.05(a)(ii) - Compound Words Formed with Hyphen or Other Punctuation,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12074.html
1213.05(b) - Unitary Phrases,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12097.html
1213.05(b)(i) - Slogans,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-121305bi.html
1213.05(b)(ii) - Grammar and Punctuation,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-121305bii.html
1213.05(b)(ii)(A) - Verbs,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-121305biiA.html
1213.05(b)(ii)(B) - Prepositional Phrases,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-121305biiB.html
1213.05(b)(ii)(C) - Punctuation,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-121305biiC.html
1213.05(b)(ii)(D) - Possessives,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-121305biiD.html
1213.05(b)(iii) - Other Considerations,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-121305biii.html
1213.05(b)(iv) - Unregistrable Unitary Phrases or Slogans,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-121305biv.html
1213.05(c) - Double Entendre,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12113.html
1213.05(d) - Incongruity,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12161.html
1213.05(e) - Sound Patterns,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12167.html
1213.05(f) - Display of Mark,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12187.html
1213.05(g) - Marks with Design Elements Replacing Letters,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12196.html
1213.05(g)(i) - Marks with a Distinctive Design Replacing a Letter in Descriptive or Generic Wording,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12212.html
1213.05(g)(ii) - Marks with Merely Descriptive or Primarily Geographically Descriptive Designs Replacing Letters within Descriptive or Primarily Geographically Descriptive Wording,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12272.html
1213.05(g)(iii) - Marks with Accurate Pictorial Representations Replacing Letters in Merely Descriptive and Primarily Geographically Descriptive Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12295.html
1213.05(g)(iv) - Unitary Marks with Design Elements Replacing Letters in Descriptive or Generic Wording,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12311.html
1213.05(h) - Unitary Marks: Case References,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-121305h.html
1213.06 - Entire Mark May Not Be Disclaimed,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12321.html
1213.07 - Removal Rather Than Disclaimer,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12348.html
1213.08 - Form of Disclaimers,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12374.html
1213.08(a) - Wording of Disclaimer,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12378.html
1213.08(a)(i) - Standardized Printing Format for Disclaimer,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12382.html
1213.08(a)(ii) - Unacceptable Wording for Disclaimer,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12412.html
1213.08(a)(iii) - Unacceptable Statements in Disclaimers,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d2241d_18e1f_243.html
1213.08(b) - Disclaimer of Unregistrable Matter in Its Entirety,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12423.html
1213.08(c) - Disclaimer of Misspelled Words,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12446.html
1213.08(d) - Disclaimer of Non-English Words,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12471.html
1213.09 - Mark of Another May Not Be Registered with Disclaimer,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12491.html
1213.10 - Disclaimer in Relation to Likelihood of Confusion,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12503.html
1213.11 - Acquiring Rights in Disclaimed Matter,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12532.html
1214 - “Phantom” Elements in Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12571.html
1214.01 - Single Application May Seek Registration of Only One Mark,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12579.html
1214.02 - Agreement of Mark on Drawing with Mark on Specimens or Foreign Registration,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12617.html
1214.03 - “Phantom Marks” in §1(b) Applications,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12639.html
1214.04 - “Phantom Marks” in §44 and §66(a) Applications,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12645.html
"1215 - Marks Composed, in Whole or in Part, of Domain Names",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12651.html
1215.01 - Background,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12655.html
1215.02 - Use as a Mark,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12737.html
1215.02(a) - Use Applications,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12743.html
1215.02(b) - Advertising One’s Own Products or Services on the Internet is not a Service,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12800.html
1215.02(c) - Agreement of Mark on Drawing with Mark on Specimens of Use,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12809.html
1215.02(d) - Marks Comprised Solely of gTLDs for Domain Registry Operator and Domain Name Registrar Services,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12845.html
1215.02(d)(i) - Prior Registration(s) of the Same Mark for Goods or Services in the Same Field of Use,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d2241d_19caf_1dc.html
1215.02(d)(ii) - Additional Proof that the Mark Used as a gTLD Will Be Perceived as a Mark,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d2241d_25f89_146.html
1215.02(d)(iii) - Registry Agreement/ICANN Contract,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d2241d_26064_157.html
1215.02(d)(iv) - Legitimate Service for the Benefit of Others,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d2241d_27631_269.html
1215.02(e) - Section 1(b) Applications,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12853.html
1215.02(f) - Section 44 and §66(a) Applications,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12859.html
1215.03 - Surnames,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12865.html
1215.04 - Descriptiveness,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12885.html
1215.05 - Generic Refusals,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12926.html
1215.05(a) - Genericness Analysis and Relevant Evidence,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d33465_25fde_224.html
1215.05(b) - Procedures for Refusals,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d33465_274a0_295.html
1215.05(b)(i) - Claim of Acquired Distinctiveness,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d33465_2761f_25d.html
1215.05(b)(ii) - Supplemental Register,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d33465_27dae_113.html
1215.05(c) - Generic.com Terms Combined with Other Matter,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d33465_27f2e_235.html
1215.05(d) - Failure to Function,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d33465_311ff_37b.html
1215.05(e) - Section 2(d) Considerations,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d33466_14c17_3ca.html
1215.06 - Marks Containing Geographical Matter,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e12983.html
1215.07 - Disclaimers,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e13000.html
1215.08 - Material Alteration,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e13082.html
1215.08(a) - Adding or Deleting TLDs in Domain Name Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e13100.html
1215.08(b) - Adding or Deleting gTLDs in Other Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e13132.html
1215.08(c) - Adding or Deleting,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1ff5f_1215_08-c.html
1215.09 - Likelihood of Confusion,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e13142.html
1215.10 - Marks Containing the Phonetic Equivalent of a Generic Top-Level Domain,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e13151.html
1216 - Effect of Applicant’s Prior Registrations,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e13168.html
1216.01 - Decisions Involving Prior Registrations Not Controlling,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e13172.html
1216.02 - Effect of “Incontestability” in Ex Parte Examination,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e13241.html
"1217 - Res Judicata, Collateral Estoppel, and Stare Decisis",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e13304.html
1201 - Ownership of Mark,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e7.html
1201.01 - Claim of Ownership May Be Based on Use By Related Companies,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e51.html
1201.02 - Identifying the Applicant in the Application,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e93.html
1201.02(a) - Identifying the Applicant Properly,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e97.html
1201.02(b) - Application Void if Wrong Party Identified as the Applicant,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e112.html
1201.02(c) - Correcting Errors in How the Applicant Is Identified,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e151.html
1201.02(d) - Operating Divisions,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e297.html
1201.02(e) - Changes in Ownership After Application Is Filed,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e306.html
1201.03 - Use by Related Companies,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e314.html
1201.03(a) - No Explanation of Use of Mark by Related Companies or Applicant’s Control Over Use of Mark by Related Companies Required,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e398.html
1201.03(b) - Wholly Owned Related Companies,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e409.html
"1201.03(c) - Common Stockholders, Directors, or Officers",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e430.html
1201.03(d) - Sister Corporations,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e450.html
1201.03(e) - License and Franchise Situations,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e466.html
1201.04 - Inquiry Regarding Parties Named on Specimens or Elsewhere in Record,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e516.html
1201.05 - Acceptable Claim of Ownership Based on Applicant’s Own Use,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e532.html
1201.06 - Special Situations Pertaining to Ownership,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e541.html
1201.06(a) - Applicant Is Merely Distributor or Importer,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e545.html
1201.06(b) - Goods Manufactured in a Country Other than Where Applicant Is Located,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e591.html
1201.06(c) - Applicant Using Designation of a U.S. Government Agency or Instrumentality,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d2c2af_1971a_2bd.html
1201.07 - Related Companies and Likelihood of Confusion,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e597.html
1201.07(a) - “Single Source” – “Unity of Control”,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e601.html
1201.07(b) - Appropriate Action with Respect to Assertion of Unity of Control,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e646.html
1201.07(b)(i) - When Either Applicant or Registrant Owns All of the Other Entity,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e660.html
1201.07(b)(ii) - Joint Ownership or Ownership of Substantially All of the Other Entity,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e675.html
1201.07(b)(iii) - When the Record Does Not Support a Presumption of Unity of Control,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e694.html
1201.07(b)(iv) - When the Record Contradicts an Assertion of Unity of Control,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e712.html
1201.01 - Claim of Ownership May Be Based on Use By Related Companies,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e51.html
1201.02 - Identifying the Applicant in the Application,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e93.html
1201.02(a) - Identifying the Applicant Properly,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e97.html
1201.02(b) - Application Void if Wrong Party Identified as the Applicant,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e112.html
1201.02(c) - Correcting Errors in How the Applicant Is Identified,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e151.html
1201.02(d) - Operating Divisions,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e297.html
1201.02(e) - Changes in Ownership After Application Is Filed,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e306.html
1201.02(a) - Identifying the Applicant Properly,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e97.html
1201.02(b) - Application Void if Wrong Party Identified as the Applicant,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e112.html
1201.02(c) - Correcting Errors in How the Applicant Is Identified,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e151.html
1201.02(d) - Operating Divisions,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e297.html
1201.02(e) - Changes in Ownership After Application Is Filed,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e306.html
1201.03 - Use by Related Companies,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e314.html
1201.03(a) - No Explanation of Use of Mark by Related Companies or Applicant’s Control Over Use of Mark by Related Companies Required,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e398.html
1201.03(b) - Wholly Owned Related Companies,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e409.html
"1201.03(c) - Common Stockholders, Directors, or Officers",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e430.html
